iter	ka(1)	ke(1)	F(1)	SD_C_central(1)	SD_AUC(1)	LnPrior	LnData	LnPosterior
108	0.116161	0.0464271	0.668456	0.108236	0.0979552	9.631256e+00	3.095923e+01	4.059048e+01
110	0.116161	0.0464271	0.674554	0.109179	0.0944732	9.631256e+00	3.102135e+01	4.065261e+01
112	0.116161	0.0464271	0.678882	0.106086	0.0964526	9.631256e+00	3.040855e+01	4.003980e+01
114	0.116161	0.0469375	0.678882	0.105797	0.0959648	9.620465e+00	3.274822e+01	4.236869e+01
116	0.116161	0.0469375	0.679894	0.103152	0.0940919	9.620465e+00	3.257159e+01	4.219205e+01
118	0.116161	0.047087	0.679894	0.0995014	0.0909024	9.617321e+00	3.273892e+01	4.235624e+01
120	0.116161	0.047087	0.679894	0.103778	0.0964972	9.617321e+00	3.301188e+01	4.262920e+01
122	0.116161	0.047087	0.679894	0.103185	0.0990326	9.617321e+00	3.290761e+01	4.252493e+01
124	0.116161	0.047087	0.679894	0.102903	0.0973013	9.617321e+00	3.293522e+01	4.255254e+01
126	0.116161	0.047087	0.671515	0.101677	0.096716	9.617321e+00	3.264305e+01	4.226037e+01
128	0.116161	0.047087	0.679624	0.0987968	0.0916447	9.617321e+00	3.267651e+01	4.229384e+01
130	0.116161	0.047087	0.679624	0.100562	0.0964705	9.617321e+00	3.277852e+01	4.239584e+01
132	0.116161	0.047087	0.668922	0.100562	0.0949615	9.617321e+00	3.237436e+01	4.199168e+01
134	0.116161	0.0475913	0.668922	0.109362	0.0991991	9.606779e+00	3.256849e+01	4.217527e+01
136	0.116161	0.0475913	0.668922	0.0975984	0.0969005	9.606779e+00	3.187279e+01	4.147957e+01
138	0.116161	0.0475913	0.673722	0.0965637	0.0929648	9.606779e+00	3.243867e+01	4.204545e+01
140	0.116161	0.0475913	0.692289	0.0957058	0.0905713	9.606779e+00	3.291355e+01	4.252033e+01
142	0.116161	0.0475913	0.669054	0.0904602	0.0987293	9.606779e+00	3.099751e+01	4.060429e+01
144	0.116161	0.0475913	0.679433	0.0901854	0.105389	9.606779e+00	3.193934e+01	4.154612e+01
146	0.116161	0.0475913	0.679433	0.0921245	0.0964601	9.606779e+00	3.245891e+01	4.206569e+01
148	0.116161	0.0478032	0.693558	0.0939626	0.101459	9.602375e+00	3.265045e+01	4.225282e+01
150	0.116161	0.0478032	0.667266	0.0975163	0.0978178	9.602375e+00	3.092620e+01	4.052857e+01
152	0.116161	0.0478032	0.667266	0.101565	0.104591	9.602375e+00	3.123330e+01	4.083567e+01
154	0.116161	0.0478032	0.667266	0.100057	0.102804	9.602375e+00	3.113991e+01	4.074229e+01
156	0.116161	0.0478032	0.696906	0.10568	0.106935	9.602375e+00	3.313183e+01	4.273420e+01
158	0.116161	0.0472648	0.691294	0.106876	0.104656	9.613595e+00	3.285180e+01	4.246540e+01
160	0.116161	0.0472684	0.693302	0.107986	0.102297	9.613519e+00	3.283825e+01	4.245177e+01
162	0.116161	0.0472684	0.675979	0.100431	0.0995417	9.613519e+00	3.295852e+01	4.257204e+01
164	0.116161	0.0471652	0.675979	0.0966802	0.0944331	9.615681e+00	3.257763e+01	4.219331e+01
166	0.112629	0.0471652	0.675979	0.107516	0.0924357	9.647342e+00	3.349336e+01	4.314070e+01
168	0.112629	0.048853	0.697618	0.106945	0.0956047	9.612451e+00	3.353935e+01	4.315180e+01
170	0.112629	0.0471534	0.691245	0.0999906	0.0917629	9.647588e+00	3.331375e+01	4.296134e+01
172	0.111676	0.0471534	0.691245	0.0993859	0.0911392	9.656266e+00	3.325826e+01	4.291453e+01
174	0.111676	0.0471534	0.691245	0.0947059	0.0973645	9.656266e+00	3.260510e+01	4.226137e+01
176	0.111676	0.048021	0.691245	0.0976909	0.0977584	9.638203e+00	3.521860e+01	4.485680e+01
178	0.111676	0.048021	0.691245	0.0956267	0.0977953	9.638203e+00	3.510730e+01	4.474550e+01
180	0.111676	0.0478239	0.691245	0.0945315	0.093799	9.642284e+00	3.503789e+01	4.468018e+01
182	0.111676	0.0478239	0.690603	0.0905926	0.0999383	9.642284e+00	3.451671e+01	4.415899e+01
184	0.111676	0.0478893	0.702819	0.0921818	0.0949103	9.640929e+00	3.493506e+01	4.457599e+01
186	0.111676	0.0478893	0.717076	0.0952139	0.103156	9.640929e+00	3.339328e+01	4.303421e+01
188	0.111676	0.0477682	0.717076	0.0976819	0.099015	9.643439e+00	3.319126e+01	4.283470e+01
190	0.111676	0.0477682	0.676899	0.102576	0.101678	9.643439e+00	3.378388e+01	4.342732e+01
192	0.111676	0.0477682	0.669581	0.103769	0.0979566	9.643439e+00	3.246084e+01	4.210428e+01
194	0.111676	0.0475888	0.669581	0.0990539	0.0955068	9.647168e+00	3.236442e+01	4.201158e+01
196	0.111676	0.0475888	0.669581	0.0980187	0.0946275	9.647168e+00	3.227571e+01	4.192288e+01
198	0.111676	0.0475888	0.687492	0.0975057	0.100199	9.647168e+00	3.451477e+01	4.416194e+01
200	0.111676	0.04806	0.687492	0.0971708	0.0975484	9.637398e+00	3.482510e+01	4.446249e+01
